Unet,False,True,True,True,0,1.0,93.07982882482786,88.0179460589915,68.43672469419019,79.14005152095966
Unet,False,True,True,True,1,1.0,93.24302177296097,87.18747694601822,74.50966577057099,84.32033000177854
Unet,False,True,True,True,2,1.0,92.87515172444573,87.07236659057168,68.269530469013,79.10321142533616
Unet,False,True,True,True,3,1.0,93.37424192650354,89.44328097042884,74.07950341985466,83.8476210385467
Unet,False,True,True,True,4,1.0,93.43815093353976,85.43852002297483,70.73212448088046,81.16858119851946
Unet,False,True,True,True,5,1.0,93.26548320989299,87.11710195028782,69.28588992010269,80.15141493542325
Unet,False,True,True,True,6,1.0,93.24861884112156,89.17202962972972,69.07410079008442,79.9724116581789
Unet,False,True,True,True,7,1.0,93.14212821749109,88.3652913520834,73.50941157283492,83.24850255105606
Unet,False,True,True,True,8,1.0,93.3650598081486,90.95738684260517,69.30426435010652,80.10531063795328
Unet,False,True,True,True,9,1.0,93.03772277611654,86.88492783101951,70.79172915700065,81.0658068931571
